trade_code,name
1774,招商丰庆混合C
1780,诺安改革趋势灵活配置混合
1781,建信现代服务业股票
1782,九泰久益混合A
1789,国泰量化收益灵活配置混合
1790,国泰智能汽车股票
1791,大成绝对收益策略混合A
1792,大成绝对收益策略混合C
1796,汇添富安鑫智选混合A
1797,华融新利灵活配置混合
1798,泰康新回报灵活配置混合A
1799,泰康新回报灵活配置混合C
1800,华安新乐享混合
1801,汇添富达欣混合A
1802,易方达瑞财混合I
1803,易方达瑞财混合E
1806,易方达瑞智灵活配置混合I
1807,易方达瑞智灵活配置混合E
1808,银华互联网主题灵活配置混合
1810,中欧潜力价值灵活配置混合A
1811,中欧明睿新常态混合A
1815,华泰柏瑞激励动力混合A
1816,汇添富新睿精选混合A
1817,易方达瑞兴灵活配置混合I
1818,易方达瑞兴灵活配置混合E
1822,华商智能生活灵活配置混合
1823,光大鼎鑫混合C
1827,富国研究优选沪港深混合
1830,融通跨界成长灵活配置混合
1832,易方达瑞恒灵活配置混合
1834,长盛战略新兴产业混合C
1835,易方达瑞祥灵活配置混合I
1836,易方达瑞祥灵活配置混合E
1837,前海开源沪港深蓝筹精选混合
1838,国投瑞银国家安全混合
1839,九泰久兴灵活配置混合
1844,九泰久益混合C
1845,国寿安保稳恒混合A
1850,国泰安益灵活配置混合A
1852,融通中国风1号灵活配置混合
1856,易方达环保主题混合
1857,易方达现代服务业混合
1858,建信鑫利灵活配置混合
1861,富安达健康人生混合
1864,中海魅力长三角混合
1865,前海开源事件驱动混合C
1869,招商制造业混合A
1874,前海开源沪港深价值精选混合
1875,前海开源沪港深优势精选混合
1877,宝盈国家安全沪港深股票
1878,嘉实沪港深精选股票
1879,长城创业板指数增强A
1880,长城中国智造灵活配置混合
1881,中欧新趋势混合E
1882,中欧价值发现混合E
1883,中欧新动力混合(LOF)E
1884,中欧互通精选混合E
1885,中欧新蓝筹混合E
1886,中欧行业成长混合(LOF)
1887,中欧价值智选混合E
1888,中欧盛世成长混合(LOF)E
1890,中欧精选定期开放混合E
1891,中欧成长优选混合E
1892,长盛新兴成长混合
1897,九泰久盛量化先锋混合A
1898,易方达大健康混合
1900,诺安精选价值混合
1901,前海开源沪港深隆鑫混合A
1902,前海开源沪港深隆鑫混合C
1903,光大欣鑫混合A
1904,光大欣鑫混合C
1905,华安安益灵活配置混合
1907,国投瑞银境煊灵活配置混合A
1908,国投瑞银境煊灵活配置混合C
1910,泰康新机遇混合
1914,中信建投聚利混合A
1915,宝盈医疗健康沪港深股票
1917,招商量化精选股票
1922,国泰多策略收益混合
1924,华夏国企改革混合
1927,华夏消费升级灵活配置混合A
1928,华夏消费升级灵活配置混合C
1932,国寿安保保本混合
1933,华商新兴活力混合
1938,中欧时代先锋股票A
1939,光大睿鑫混合A
1942,前海开源沪港深汇鑫混合A
1943,前海开源沪港深汇鑫混合C
1951,金鹰改革红利混合
1954,银华生态环保主题灵活配置混合
1955,中欧养老产业混合
1959,华商乐享互联灵活配置混合
1965,圆信永丰兴源灵活配置混合A
1966,圆信永丰兴源灵活配置混合C
1967,华宝转型升级混合
1970,泰信鑫选灵活配置混合A
1972,前海开源沪港深智慧生活混合
1974,景顺长城量化新动力股票
1975,景顺长城环保优势股票
1978,泰信互联网+混合
1980,中欧量化驱动混合
1983,中邮低碳配置混合
1985,富国低碳新经济混合
1986,前海开源人工智能主题混合
1990,中欧数据挖掘混合A
1997,工银新趋势灵活配置混合C
1998,工银新焦点混合C
2000,工银新生利混合
2001,华夏回报混合A
2003,工银新机遇灵活配置混合A
2004,工银新机遇灵活配置混合C
2005,工银新得利混合
2006,工银新得益混合
2007,工银新得润混合
2009,中欧瑾通灵活配置混合A
2010,中欧瑾通灵活配置混合C
2011,华夏红利混合
2018,鹏华弘安混合A
2019,鹏华弘安混合C
2021,华夏回报二号混合
2025,广发聚盛混合A
2026,广发聚盛混合C
2027,中加心享混合A
2028,九泰天宝灵活配置混合C
2029,安信动态策略混合C
2030,信诚新选混合B
2035,安信平稳增长混合发起C
2036,安信优势增长混合C
2043,天治研究驱动混合C
2046,信诚新锐混合B
2049,融通新机遇灵活配置混合
2051,诺安创新驱动混合C
2052,诺安稳健回报灵活配置混合C
2053,诺安优势行业混合C
2054,中银新财富混合A
2055,国泰兴益灵活配置混合C
2056,中银新财富混合C
2057,中银新机遇混合A
2058,中银新机遇混合C
2059,国泰浓益灵活配置混合C
2060,东方新策略灵活配置混合C
2061,国泰安康定期支付混合C
2062,国泰国策驱动灵活配置混合C
2063,国泰结构转型灵活配置混合C
2064,华富产业升级灵活配置混合
2067,诺安精选回报混合
2068,东方多策略灵活配置混合C
2071,长安产业精选混合C
2072,长安鑫利优选混合C
2075,光大睿鑫混合C
2079,前海开源中国稀缺资产混合C
2080,前海开源一带一路混合C
2082,华泰柏瑞激励动力混合C
2083,新华鑫动力灵活配置混合A
2084,新华鑫动力灵活配置混合C
2085,长盛互联网+混合
2087,国富新机遇混合A
2088,国富新机遇混合C
2091,华泰柏瑞新利混合C
2103,招商康泰灵活配置混合
2106,德邦福鑫灵活配置混合C
2111,华宝新起点混合
2112,德邦鑫星价值灵活配置混合C
2116,广发安享混合A
2117,广发安享混合C
2118,广发安盈混合A
2119,广发安盈混合C
2120,广发安悦混合
2121,广发沪港深新起点股票
2124,广发新兴产业混合
2125,广发新兴成长混合
2132,广发鑫享混合
2133,广发鑫益混合
2134,广发鑫裕混合
2135,广发鑫源混合A
2136,广发鑫源混合C
2137,诺安利鑫灵活配置混合
2141,建信鑫丰回报灵活配置混合C
2142,博时外延增长主题灵活配置混合
2144,华安新优选灵活配置混合C
2145,诺安景鑫灵活配置混合
2146,长安鑫益增强混合A
2147,长安鑫益增强混合C
2148,国寿安保稳惠混合
2149,嘉实新优选混合
2152,华宝核心优势混合
2155,国金鑫瑞灵活配置混合
2156,长盛盛世混合A
2157,长盛盛世混合C
2158,汇添富安鑫智选混合C
2160,南方驱动混合
2161,银华万物互联灵活配置混合
2162,东方新价值混合C
2163,东方惠新灵活配置混合C
2164,汇添富新睿精选混合C
2165,汇添富达欣混合C
2166,华夏永福混合C
2167,南方顺康混合
2168,嘉实智能汽车股票
2172,海富通新内需混合C
2173,东方大健康混合
2174,东方互联网嘉混合
2178,嘉实新起点混合C
2179,华安事件驱动量化策略混合
2180,中银移动互联灵活配置混合
2181,华安大安全混合
2182,东兴蓝海财富混合
2186,国联安鑫享灵活配置混合C
2189,农银汇理国企改革混合
2191,农银物联网混合
2192,东方鼎新灵活配置混合C
2196,金鹰技术领先灵活配置混合C
2197,国泰鑫策略价值混合
2199,前海开源中证军工指数C
2207,前海开源金银珠宝混合C
2210,创金合信量化多因子股票A
2211,嘉实新财富混合
2212,嘉实新起航混合
2213,中海顺鑫灵活配置混合
2214,中海沪港深价值优选混合
2220,南方瑞利灵活配置混合
2222,嘉实新趋势混合
2224,中邮绝对收益策略定期开放混合
2227,长城新优选混合A
